,level_0,Unnamed: 0,index,uid,date,time,secchi,lat,lon,Provider,blue,green,red,pan,nir,swir16,swir22,Image_name,predicted
2287,2287,2287,12651,Daniel_ETM_11584,15/07/08,16:54:11,4.57,45.989216,-95.41992,LAGOS,0.002340066,0.004632413,0.001747641,0.004501122,0.003419804,0.000785671,0.001965945,LE07_L1TP_028028_20080715_20200912_02_T1,3.517086982727051
2288,2288,2288,12663,Daniel_ETM_13250,17/07/06,17:00:45,2.52984,45.69496375,-97.35906282,WQP,0.005082304,0.010219234,0.006872719,0.008332647,0.0058794,0.002395187,0.002004947,LE07_L1TP_029028_20060717_20200914_02_T1,1.0231869220733643
2289,2289,2289,12664,Daniel_ETM_7600,19/06/01,16:48:07,3.05,46.334173,-93.804431,LAGOS,0.002767314,0.005242736,0.004192572,0.006344922,0.005105775,0.002172214,0.001909603,LE07_L1TP_027028_20010619_20200917_02_T1,1.535766363143921
2290,2290,2290,12665,Daniel_ETM_544,30/08/02,15:26:39,4.0,44.464741,-73.287532,LAGOS,0.002759831,0.003281347,0.002076551,0.003456661,0.002822872,0.000204199,0.000527321,LE07_L1TP_014029_20020830_20200916_02_T1,3.795431613922119
2291,2291,2291,12670,Daniel_ETM_12462,10/05/07,16:55:59,1.0,43.175492,-94.901916,WQP,0.003465747,0.009726707,0.005721728,0.006050713,0.000771079,-0.000324798,0.000456643,LE07_L1TP_028030_20070510_20200913_02_T1,0.25188297033309937
2292,2292,2292,12671,Daniel_ETM_12857,14/09/16,17:13:17,2.0,47.033267,-95.543433,WQP,0.002144184,0.004529674,0.004030169,0.005554278,0.004121189,0.000615902,0.000765742,LE07_L1TP_029027_20160914_20200902_02_T1,1.3760590553283691
2293,2293,2293,12679,Daniel_ETM_1578,24/03/03,15:42:51,0.5842,33.4247222,-80.2252778,WQP,0.013218128,0.02015438,0.019490539,0.016476262,0.008221909,0.002648771,0.002559807,LE07_L1TP_016037_20030324_20200915_02_T1,0.42949843406677246
2294,2294,2294,12680,Daniel_ETM_543,14/08/02,15:26:51,5.3000002,44.464741,-73.287532,LAGOS,0.00888216,0.008749274,0.005693987,0.010140498,0.006946293,0.003527012,0.002954795,LE07_L1TP_014029_20020814_20200916_02_T1,4.793596267700195
2295,2295,2295,12688,Daniel_ETM_562,21/09/16,15:41:24,5.7,44.47114878,-73.29877363,WQP,0.003178645,0.004177024,0.003106079,0.005077613,0.003987029,0.001375251,0.000686559,LE07_L1TP_014029_20160921_20200902_02_T1,3.051626205444336
2296,2296,2296,12700,Daniel_ETM_8223,21/05/08,16:48:58,2.9,45.398927,-94.306418,LAGOS,0.002355439,0.005639187,0.003181797,0.004148776,0.003089903,0.001359973,0.001414549,LE07_L1TP_027028_20080521_20200912_02_T1,2.0485122203826904
2297,2297,2297,12701,Daniel_ETM_3945,15/06/07,16:30:44,1.7526,44.146051,-88.838803,LAGOS,0.012925578,0.013868893,0.010998353,0.012686788,0.009237751,0.001463014,0.001140237,LE07_L1TP_024029_20070615_20200913_02_T1,2.394103527069092
2298,2298,2298,12708,Daniel_ETM_1860,02/12/08,15:45:10,0.9,27.1394931,-80.8495025,WQP,0.004836354,0.006008165,0.007356558,0.008166603,0.006755787,0.003151281,0.002616447,LE07_L1TP_016041_20081202_20200912_02_T1,0.5959389805793762
2299,2299,2299,12715,Daniel_ETM_82,26/08/14,15:17:20,5.2,45.497375,-68.675905,WQP,0.001351903,0.002956427,0.001940064,0.004985909,0.004860446,0.000534447,0.00109298,LE07_L1TP_011028_20140826_20200905_02_T1,2.760955810546875
2300,2300,2300,12718,Daniel_ETM_881,20/10/09,15:30:53,1.9,37.61415,-76.32025,WQP,0.00736024,0.008697094,0.004764543,0.006794103,0.002006039,0.000688574,0.000864877,LE07_L1TP_014034_20091020_20200911_02_T1,3.1356334686279297
2301,2301,2301,12723,Daniel_ETM_11383,15/07/08,16:54:11,1.52,45.82789,-95.480526,LAGOS,0.004658005,0.010208762,0.005623232,0.007831896,0.005090974,0.001086734,0.000587601,LE07_L1TP_028028_20080715_20200912_02_T1,1.8075520992279053
2302,2302,2302,12732,Daniel_ETM_3314,12/05/09,16:25:07,0.9144,44.009994,-88.412706,LAGOS,0.004682007,0.008493607,0.006734393,0.007678738,0.004933351,0.002641001,0.002494805,LE07_L1TP_023029_20090512_20200912_02_T1,1.2143995761871338
2303,2303,2303,12737,Daniel_ETM_1015,06/09/02,15:32:50,5.25,44.366481,-74.254602,LAGOS,0.000957196,0.002615028,0.001152387,0.004283316,0.003847646,0.000542729,-0.000165609,LE07_L1TP_015029_20020906_20200916_02_T1,2.938192367553711
2304,2304,2304,12753,Daniel_ETM_2789,12/08/10,16:20:19,3.6576,44.690438,-86.092522,LAGOS,0.008161926,0.011767017,0.004260535,0.008235751,0.00253078,-0.000772976,-1.66e-06,LE07_L1TP_022029_20100812_20200911_02_T1,3.2918708324432373
2305,2305,2305,12754,Daniel_ETM_13291,19/07/01,17:00:17,2.44,45.820374,-95.420323,LAGOS,0.006199917,0.011152664,0.007653645,0.011264317,0.009194851,0.004750708,0.005208836,LE07_L1TP_029028_20010719_20200917_02_T1,0.9976567625999451
2306,2306,2306,12756,Daniel_ETM_11699,24/07/11,16:58:17,7.0,46.171764,-95.686478,WQP,0.005751586,0.006994948,0.002766124,0.005699697,0.005025632,0.001006812,0.001305638,LE07_L1TP_028028_20110724_20200909_02_T1,3.70951509475708
2307,2307,2307,12764,Daniel_ETM_10002,22/08/10,16:56:39,4.6,47.264506,-94.659927,LAGOS,0.003896844,0.006806769,0.00472329,0.007845432,0.006945796,0.00255814,0.002163692,LE07_L1TP_028027_20100822_20200910_02_T1,1.804024338722229
2308,2308,2308,12766,Daniel_ETM_11698,22/08/10,16:57:03,5.5,46.171764,-95.686478,WQP,0.005885463,0.008291925,0.004284805,0.008109761,0.006560819,0.002304299,0.002481122,LE07_L1TP_028028_20100822_20200910_02_T1,2.7806286811828613
2309,2309,2309,12768,Daniel_ETM_12712,30/09/10,17:02:47,2.4,46.939307,-95.663923,WQP,0.003011928,0.006840588,0.004831095,0.005825111,0.003418045,0.001634026,0.000819027,LE07_L1TP_029027_20100930_20200910_02_T1,1.1541192531585693
2310,2310,2310,12781,Daniel_ETM_12415,10/07/12,16:59:55,4.6,45.266152,-94.882199,WQP,0.009840168,0.016056092,0.006292969,0.00968008,0.006114861,0.00025281,0.000155186,LE07_L1TP_028028_20120710_20200908_02_T1,2.8372116088867188
2311,2311,2311,12785,Daniel_ETM_662,21/07/05,15:29:41,0.6,38.37887,-76.51132,WQP,0.014846428,0.015325009,0.012066979,0.014740973,0.01087771,0.001238557,0.000768783,LE07_L1TP_014033_20050721_20200914_02_T1,1.8068573474884033
2312,2312,2312,12789,Daniel_ETM_12399,27/08/12,17:00:26,3.7,45.252103,-94.904943,LAGOS,0.00456836,0.008316937,0.004744375,0.008375265,0.007224108,0.000582416,0.000230669,LE07_L1TP_028028_20120827_20200908_02_T1,2.4457478523254395
2313,2313,2313,12790,Daniel_ETM_1576,27/01/00,15:47:01,1.524,33.3741667,-80.0066667,WQP,0.006430732,0.009959186,0.00623487,0.007272345,0.002709672,0.000278096,0.000633144,LE07_L1TP_016037_20000127_20200918_02_T1,2.0692076683044434
2314,2314,2314,12794,Daniel_ETM_13774,01/08/00,17:02:09,3.05,46.699259,-96.066014,WQP,0.008707362,0.01576223,0.008974912,0.010384662,0.006497911,0.004098586,0.003679205,LE07_L1TP_029027_20000801_20200917_02_T1,1.314661979675293
2315,2315,2315,12805,Daniel_ETM_1740,22/04/02,15:44:10,0.2,28.6496869,-81.6257883,WQP,0.012121817,0.028332481,0.023540523,0.02300193,0.012524474,0.001258348,0.001422597,LE07_L1TP_016040_20020422_20200916_02_T1,0.34464627504348755
2316,2316,2316,12821,Daniel_ETM_11922,04/09/09,16:54:58,3.66,46.438456,-94.261906,WQP,0.008934707,0.009928485,0.006506116,0.010354082,0.009283291,0.001521161,0.00119705,LE07_L1TP_028028_20090904_20200911_02_T1,3.781513214111328
2317,2317,2317,12826,Daniel_ETM_7238,25/06/09,16:49:01,3.75,45.340681,-92.901583,LAGOS,0.003119341,0.00508562,0.002401798,0.005606574,0.004681216,0.000857314,0.000467972,LE07_L1TP_027028_20090625_20200911_02_T1,3.766040325164795
2318,2318,2318,12832,Daniel_ETM_2750,04/08/07,16:17:49,4.42,45.581667,-84.69313,LAGOS,0.000809621,0.003315075,0.001747992,0.003676826,0.002352093,-6.7e-05,-0.00044505,LE07_L1TP_022028_20070804_20200913_02_T1,0.8673030138015747
2319,2319,2319,12842,Daniel_ETM_7841,19/06/01,16:48:07,0.91,46.768624,-93.28823,WQP,0.003283728,0.005031207,0.005986611,0.007144664,0.006605992,0.00285873,0.002574431,LE07_L1TP_027027_20010619_20200917_02_T1,0.8850243091583252
2320,2320,2320,12846,Daniel_ETM_784,31/10/07,15:30:14,1.4,39.4866,-76.0006,WQP,0.007777224,0.012627703,0.009150514,0.008023001,0.002734653,0.000376262,0.000712716,LE07_L1TP_014033_20071031_20200913_02_T1,1.0889301300048828
2321,2321,2321,12852,Daniel_ETM_8923,20/06/07,16:49:16,1.07,45.068219,-94.370635,WQP,0.006055673,0.01266722,0.00896817,0.010534166,0.007476181,0.003927359,0.002802714,LE07_L1TP_027029_20070620_20200913_02_T1,0.6770681738853455
2322,2322,2322,12853,Daniel_ETM_10743,10/09/11,16:58:06,1.5,46.634103,-95.556424,LAGOS,0.004236792,0.011033011,0.006913658,0.008617307,0.005848181,0.00088759,0.000433172,LE07_L1TP_028028_20110910_20200909_02_T1,0.29053086042404175
2323,2323,2323,12857,Daniel_ETM_5256,11/04/10,16:38:52,0.6858,44.156941,-89.938058,WQP,0.001415915,0.003452033,0.004033007,0.004837502,0.004057701,0.000954488,0.000785431,LE07_L1TP_025029_20100411_20200911_02_T1,0.9080626368522644
2324,2324,2324,12865,Daniel_ETM_14137,14/09/10,18:42:57,30.5,42.9558,-122.083,WQP,0.00073022,0.00015997,0.00040651,2.7e-05,0.000533046,0.001050737,0.000504303,LE07_L1TP_045030_20100914_20200910_02_T1,11.631458282470703
2325,2325,2325,12866,Daniel_ETM_13707,15/05/18,17:11:11,1.4,46.615584,-95.508267,WQP,0.003325073,0.006988708,0.005792576,0.007683431,0.005767814,0.003600891,0.002921585,LE07_L1TP_029027_20180515_20200829_02_T1,1.2810715436935425
2326,2326,2326,12880,Daniel_ETM_1143,07/03/11,15:40:00,0.6,38.42535,-76.60176,WQP,0.00692399,0.012111333,0.009750959,0.009910852,0.005490166,0.003449183,0.00355067,LE07_L1TP_015033_20110307_20200910_02_T1,0.7326478958129883
2327,2327,2327,12884,Daniel_ETM_1105,07/03/11,15:40:00,1.0,38.3398,-76.4849,WQP,0.005936901,0.009709405,0.006921076,0.008377112,0.005198868,0.003031915,0.003370854,LE07_L1TP_015033_20110307_20200910_02_T1,1.5153183937072754
2328,2328,2328,12891,Daniel_ETM_976,04/05/00,15:32:54,0.4,38.3398,-76.4849,WQP,0.003416696,0.008977645,0.00643568,0.009342765,0.006586695,0.001784223,0.001410912,LE07_L1TP_014033_20000504_20200918_02_T1,0.4493447542190552
2329,2329,2329,12892,Daniel_ETM_5732,31/07/07,16:42:34,0.6858,45.524018,-92.301235,LAGOS,0.010684244,0.022044688,0.012886283,0.017379684,0.012710786,0.002624545,0.001004362,LE07_L1TP_026028_20070731_20200913_02_T1,0.7992548942565918
2330,2330,2330,12898,Daniel_ETM_9186,01/08/14,17:01:38,2.7,48.437563,-92.694648,WQP,0.008067222,0.008436061,0.006757428,0.008880422,0.008130526,0.00118333,-0.000174298,LE07_L1TP_028026_20140801_20200905_02_T1,3.9228317737579346
2331,2331,2331,12900,Daniel_ETM_8152,12/08/09,16:49:11,1.52,45.30476,-94.118741,LAGOS,0.00729102,0.012486817,0.007157255,0.011965732,0.008748937,0.002390914,0.001263214,LE07_L1TP_027029_20090812_20200911_02_T1,1.9820425510406494
2332,2332,2332,12903,Daniel_ETM_11258,17/09/02,16:52:34,2.44,45.768055,-94.744629,WQP,0.002375309,0.005630561,0.004394078,0.005862345,0.003854758,0.001374791,0.001609994,LE07_L1TP_028028_20020917_20200916_02_T1,1.1765742301940918
2333,2333,2333,12904,Daniel_ETM_10080,15/07/02,16:52:45,1.83,47.389345,-94.925216,LAGOS,0.005363421,0.010055206,0.007065355,0.009318804,0.007445946,0.001796535,0.001723718,LE07_L1TP_028027_20020715_20200916_02_T1,0.9998306035995483
2334,2334,2334,12906,Daniel_ETM_949,20/10/03,15:28:56,0.9,38.1576,-76.598,WQP,0.008407417,0.00986716,0.006504409,0.006589815,0.003423189,0.000217057,0.000605128,LE07_L1TP_014034_20031020_20200915_02_T1,3.5368080139160156
2335,2335,2335,12908,Daniel_ETM_1774,29/03/05,15:45:05,1.1,28.7747222,-80.8375,WQP,0.007885104,0.010997353,0.010429108,0.010500412,0.005681482,0.003613282,0.004117681,LE07_L1TP_016040_20050329_20200914_02_T1,1.4546771049499512
2336,2336,2336,12915,Daniel_ETM_1262,29/06/06,15:36:21,0.8,38.88,-76.2515,WQP,0.020368962,0.020544562,0.015395072,0.016329855,0.010854586,0.002688165,0.001077631,LE07_L1TP_015033_20060629_20200913_02_T1,0.5642271041870117
2337,2337,2337,12930,Daniel_ETM_776,31/10/07,15:30:14,1.0,39.4475,-76.0525,WQP,0.00959802,0.01394614,0.011184058,0.01007079,0.003033773,,,LE07_L1TP_014033_20071031_20200913_02_T1,1.1537446975708008
2338,2338,2338,12932,Daniel_ETM_1466,10/04/06,15:36:52,1.3,38.0443,-76.3334,WQP,0.007106433,0.009505871,0.005807311,,0.002644961,0.000423477,0.000753929,LE07_L1TP_015033_20060410_20200914_02_T1,2.689168930053711
2339,2339,2339,12942,Daniel_ETM_7459,19/09/11,16:51:53,1.524,45.942855,-92.041182,LAGOS,0.002730913,0.005405454,0.004940573,0.007341489,0.006567738,0.002072254,0.001483663,LE07_L1TP_027028_20110919_20200909_02_T1,1.3071675300598145
2340,2340,2340,12960,Daniel_ETM_10134,21/08/04,16:53:11,5.18,47.423875,-93.523475,LAGOS,0.002473926,0.00411558,0.002633063,0.005696104,0.004716801,0.002015064,0.00141643,LE07_L1TP_028027_20040821_20200915_02_T1,2.926712989807129
2341,2341,2341,12961,Daniel_ETM_3324,07/08/00,16:25:46,0.5334,44.069565,-88.635396,LAGOS,0.004875381,0.008980503,0.009599202,0.01047989,0.008261248,0.002223854,0.001974793,LE07_L1TP_023029_20000807_20200917_02_T1,0.8326677083969116
2342,2342,2342,12967,Daniel_ETM_13080,04/07/07,17:00:49,4.11,47.504687,-94.849279,LAGOS,0.003783748,0.00802983,0.003894025,0.006433881,0.004364446,0.000557525,0.00029052,LE07_L1TP_029027_20070704_20200913_02_T1,2.3537955284118652
2343,2343,2343,12971,Daniel_ETM_1128,09/05/05,15:36:03,0.3,38.4035,-77.2691,WQP,0.009996546,0.020342866,0.019075891,0.014893618,0.006765618,0.000899555,0.000484237,LE07_L1TP_015033_20050509_20200915_02_T1,0.32186296582221985
2344,2344,2344,12979,Daniel_ETM_1151,18/07/13,15:41:48,1.1,38.52609,-76.30408,WQP,0.009110622,0.012680875,0.007619302,0.009726785,0.005039451,0.001427199,0.002005815,LE07_L1TP_015033_20130718_20200907_02_T1,2.0218937397003174
2345,2345,2345,12980,Daniel_ETM_5893,26/06/06,16:42:22,1.6764,45.918294,-92.398135,LAGOS,0.004809383,0.007653655,0.005586108,0.007504927,0.005676372,0.000820323,0.000444598,LE07_L1TP_026028_20060626_20200913_02_T1,1.6583826541900635
2346,2346,2346,12981,Daniel_ETM_2041,11/02/03,15:49:52,0.48,29.9772222,-81.61,WQP,0.002342173,0.002810379,0.002875999,0.00414525,0.001915495,0.000425846,0.00064939,LE07_L1TP_017039_20030211_20200916_02_T1,1.2194445133209229
2347,2347,2347,12984,Daniel_ETM_13806,20/07/07,17:01:09,2.9,46.742889,-95.898071,LAGOS,0.006215535,0.012446161,0.007417929,0.009343301,0.006170974,0.003249512,0.002806866,LE07_L1TP_029027_20070720_20200913_02_T1,1.3891420364379883
2348,2348,2348,12991,Daniel_ETM_11237,26/09/11,16:58:02,1.5,45.741528,-95.420943,LAGOS,0.004219815,0.008501227,0.005431113,0.006785535,0.003716705,0.000396594,0.000687055,LE07_L1TP_028028_20110926_20200910_02_T1,1.5038533210754395
2349,2349,2349,13000,Daniel_ETM_3979,03/09/13,16:35:59,0.661416,44.19125,-89.91356,WQP,0.001323924,0.006155274,0.006099476,0.007309745,0.005657652,0.001008919,0.000506075,LE07_L1TP_024029_20130903_20200907_02_T1,0.3563162088394165
2350,2350,2350,13003,Daniel_ETM_2815,26/04/00,16:20:26,3.048,44.868576,-85.981315,LAGOS,0.005253584,0.005617932,0.002805763,0.004565376,0.00233209,0.000855906,0.000438662,LE07_L1TP_022029_20000426_20200918_02_T1,3.913418769836426
2351,2351,2351,13005,Daniel_ETM_1172,17/10/17,15:49:05,0.8,38.5807,-76.0587,WQP,0.005891803,0.011395794,0.008330873,0.008133955,0.003727387,0.00138064,0.000676159,LE07_L1TP_015033_20171017_20200830_02_T1,0.765459418296814
2352,2352,2352,13017,Daniel_ETM_589,14/08/02,15:26:51,1.8,44.7853447,-73.16177906,WQP,0.009223241,0.013066128,0.007440415,0.014864148,0.014470743,0.001473994,0.001288165,LE07_L1TP_014029_20020814_20200916_02_T1,1.911858081817627
2353,2353,2353,13031,Daniel_ETM_1464,10/04/06,15:36:52,1.1,38.0348,-76.5012,WQP,0.005693419,0.008125786,0.005832245,0.006586186,0.003977899,0.001006753,0.000501935,LE07_L1TP_015033_20060410_20200914_02_T1,2.3366732597351074
2354,2354,2354,13034,Daniel_ETM_3366,07/06/10,16:31:49,7.4676,47.355471,-88.12691,LAGOS,0.00202858,0.003740983,0.002519489,0.005518481,0.005303599,0.000635028,0.000349563,LE07_L1TP_024027_20100607_20200911_02_T1,2.5761942863464355
2355,2355,2355,13053,Daniel_ETM_4550,11/08/08,16:35:02,2.29,47.823279,-90.424314,LAGOS,0.000188845,0.001185223,0.001823748,0.003875201,0.003085608,0.000775097,0.000601008,LE07_L1TP_025027_20080811_20200913_02_T1,0.5001815557479858
2356,2356,2356,13063,Daniel_ETM_1792,22/04/08,15:45:31,0.35,28.8430667,-81.73315,WQP,0.007180441,0.015732808,0.010378727,0.011461249,0.005286264,0.000667087,0.00036278,LE07_L1TP_016040_20080422_20200912_02_T1,0.5948312878608704
2357,2357,2357,13074,Daniel_ETM_14081,18/07/01,17:57:31,1.7,41.05687897,-112.4027311,WQP,0.002043686,0.00670802,0.003188101,0.004682535,0.001279067,0.000990325,0.000526465,LE07_L1TP_038031_20010718_20200917_02_T1,1.3176605701446533
2358,2358,2358,13081,Daniel_ETM_13885,23/08/11,17:09:45,1.0,48.490229,-95.890555,LAGOS,0.002366417,0.00672172,0.007448426,0.008019182,0.006381413,0.002028341,0.001825225,LE07_L1TP_030026_20110823_20200910_02_T1,0.6178359985351562
2359,2359,2359,13084,Daniel_ETM_4452,13/07/00,16:32:21,0.8382,43.754804,-89.202919,WQP,0.003653753,0.006864383,0.006394869,0.007481212,0.004722451,0.000801619,0.000425166,LE07_L1TP_024030_20000713_20200918_02_T1,1.2679588794708252
2360,2360,2360,13085,Daniel_ETM_13151,31/07/11,17:04:03,2.4,47.618079,-94.866953,LAGOS,0.002558952,0.007056271,0.003969756,0.005975558,0.004012199,0.000999589,0.00050218,LE07_L1TP_029027_20110731_20200909_02_T1,1.36555016040802
2361,2361,2361,13108,Daniel_ETM_1805,03/04/01,15:45:27,0.9,28.9297222,-81.0936111,WQP,0.002160791,0.003835802,0.003606148,0.005081155,0.005126369,0.001690667,0.001209602,LE07_L1TP_016040_20010403_20200917_02_T1,1.4172638654708862
2362,2362,2362,13112,Daniel_ETM_14063,23/10/13,18:04:15,0.3,40.32087284,-111.7775375,WQP,0.017146068,0.037868444,0.024934862,0.022082416,0.005945833,0.000196029,0.00059268,LE07_L1TP_038032_20131023_20200907_02_T1,0.24325263500213623
2363,2363,2363,13115,Daniel_ETM_11636,13/08/01,16:53:40,3.2,46.061294,-95.599061,LAGOS,0.002388122,0.0060944,0.003262397,0.005791601,0.005504235,0.00122341,0.000655473,LE07_L1TP_028028_20010813_20200917_02_T1,1.918087363243103
2364,2364,2364,13121,Daniel_ETM_12389,30/08/07,16:55:07,2.59,45.251932,-95.056342,LAGOS,0.003439887,0.007041682,0.003613364,0.005867712,0.003428304,0.001311388,0.000678604,LE07_L1TP_028029_20070830_20200913_02_T1,2.5227386951446533
2365,2365,2365,13130,Daniel_ETM_5728,27/09/05,16:41:30,1.4478,45.524018,-92.301235,LAGOS,0.002306009,0.004823304,0.004195998,0.006275625,0.004344443,0.001543682,0.000779925,LE07_L1TP_026028_20050927_20200914_02_T1,1.3934731483459473
2366,2366,2366,13132,Daniel_ETM_3025,07/07/06,16:24:09,3.6576,44.816387,-88.486392,WQP,0.006458101,0.008350239,0.005560916,0.010771393,0.01149106,0.000656347,0.000358819,LE07_L1TP_023029_20060707_20200914_02_T1,3.102473497390747
2367,2367,2367,13136,Daniel_ETM_4809,11/08/02,16:34:26,6.096,45.911349,-88.988393,LAGOS,0.00466635,0.007296285,0.005108856,0.008068485,0.006623623,0.00324595,0.002872542,LE07_L1TP_025028_20020811_20200916_02_T1,1.9098241329193115
2368,2368,2368,13149,Daniel_ETM_9229,06/08/10,16:56:36,4.4,46.72641,-93.652626,LAGOS,0.002063355,0.004986789,0.00196004,0.005621557,0.004654403,0.000499431,0.000223816,LE07_L1TP_028027_20100806_20200911_02_T1,2.6354362964630127
2369,2369,2369,13165,Daniel_ETM_1107,25/09/03,15:34:38,1.4,38.3398,-76.4849,WQP,0.00823578,0.009999204,0.006364888,0.008042162,0.004361795,0.000904935,0.000423998,LE07_L1TP_015033_20030925_20200916_02_T1,3.227874994277954
2370,2370,2370,13175,Daniel_ETM_11300,21/08/04,16:53:35,2.74,45.77973,-94.75067,LAGOS,0.001387319,0.00462543,0.003942463,0.006601151,0.006517606,0.001611538,0.001213538,LE07_L1TP_028028_20040821_20200915_02_T1,0.7567330598831177
2371,2371,2371,13177,Daniel_ETM_9180,11/10/05,16:53:04,2.6,48.291898,-92.476525,LAGOS,0.001601864,0.003684971,0.003099182,0.004782756,0.003232915,0.000946443,-9.17e-05,LE07_L1TP_028026_20051011_20200914_02_T1,1.4188296794891357
2372,2372,2372,13191,Daniel_ETM_7828,19/06/01,16:48:07,0.91,46.758101,-93.279387,LAGOS,0.002290433,0.004503388,0.003858717,0.006701272,0.006649495,0.002154285,0.001847396,LE07_L1TP_027027_20010619_20200917_02_T1,1.4753496646881104
2373,2373,2373,13211,Daniel_ETM_525,06/06/06,15:28:42,3.1,44.12615395,-73.41237004,WQP,0.005439482,0.008046299,0.004639551,0.006166644,0.004284576,-1.1e-05,-1.12e-06,LE07_L1TP_014029_20060606_20200914_02_T1,2.494079113006592
2374,2374,2374,13213,Daniel_ETM_9616,06/08/10,16:56:36,2.6,46.954758,-94.283851,LAGOS,0.004091116,0.008249537,0.004424029,0.006565296,0.004846863,0.000703658,0.0003644,LE07_L1TP_028027_20100806_20200911_02_T1,2.351191759109497
2375,2375,2375,13224,Daniel_ETM_5260,30/06/10,16:38:51,1.472184,44.19125,-89.91356,WQP,0.002506493,0.006695567,0.006192827,0.007625321,0.005582424,0.000739964,0.000390364,LE07_L1TP_025029_20100630_20200911_02_T1,0.9006212949752808
2376,2376,2376,13226,Daniel_ETM_3029,24/10/99,16:27:09,1.524,44.937036,-87.201881,LAGOS,0.023052575,0.028752271,0.010779199,0.013833202,0.002963126,0.0008388,-0.000171553,LE07_L1TP_023029_19991024_20200918_02_T1,2.9329774379730225
2377,2377,2377,13237,Daniel_ETM_10096,07/07/05,16:53:49,4.72,47.403238,-94.557433,LAGOS,0.005844108,0.010993106,0.007286431,0.009607688,0.006956844,0.004446212,0.003464832,LE07_L1TP_028027_20050707_20200914_02_T1,1.024576187133789
2378,2378,2378,13242,Daniel_ETM_4753,17/08/10,16:38:29,3.2004,45.872494,-89.69223,WQP,0.003638779,0.006865915,0.004206519,0.006355088,0.004618914,0.002082964,0.00225149,LE07_L1TP_025028_20100817_20200910_02_T1,2.110513210296631
2379,2379,2379,13244,Daniel_ETM_2022,18/04/04,15:50:19,0.9144,29.7736111,-82.0961111,WQP,0.001885184,0.002708409,0.002206259,0.004462784,0.003872283,0.00117573,0.000249381,LE07_L1TP_017039_20040418_20200915_02_T1,2.4768877029418945
2380,2380,2380,13266,Daniel_ETM_3227,20/09/16,16:37:25,2.5908,43.12739,-88.515854,WQP,0.002649907,0.007604893,0.004445191,0.006387306,0.003542793,0.00035809,0.000614685,LE07_L1TP_023030_20160920_20200902_02_T1,0.29253366589546204
2381,2381,2381,13271,Daniel_ETM_898,10/03/03,15:29:24,0.3,37.81158,-76.71195,WQP,0.009090403,0.020084996,0.016398588,0.015751032,0.006452848,0.000280903,4.29e-05,LE07_L1TP_014034_20030310_20200916_02_T1,0.314208060503006
2382,2382,2382,13273,Daniel_ETM_3018,03/08/10,16:26:30,0.70104,44.183048,-88.404179,WQP,0.006943223,0.011916884,0.008137272,0.010211088,0.006541099,0.001265729,0.001138462,LE07_L1TP_023029_20100803_20200911_02_T1,1.0852532386779785
2383,2383,2383,13277,Daniel_ETM_12193,25/08/11,16:58:35,1.2,45.06709,-94.419769,LAGOS,0.006747064,0.010832135,0.007637324,0.009976124,0.009579062,0.001550331,0.001409591,LE07_L1TP_028029_20110825_20200909_02_T1,1.4716168642044067
2384,2384,2384,13279,Daniel_ETM_6781,05/07/01,16:47:35,4.267,47.30472,-93.17944,WQP,0.000541186,0.002675677,0.002166657,0.003914264,0.003969417,0.000439522,0.000603857,LE07_L1TP_027027_20010705_20200917_02_T1,0.444546639919281
2385,2385,2385,13285,Daniel_ETM_3373,04/07/14,16:37:36,1.2192,45.254717,-87.919179,WQP,0.002590257,0.004966637,0.00402111,0.006814481,0.006175377,0.001715476,0.000871301,LE07_L1TP_024028_20140704_20200906_02_T1,1.5299171209335327
2386,2386,2386,13290,Daniel_ETM_1802,25/08/01,15:44:11,0.54864,28.9119444,-81.7355555,WQP,0.00679326,0.019291397,0.010918376,0.013782169,0.008103787,0.001396688,0.000572159,LE07_L1TP_016040_20010825_20200917_02_T1,0.6026343107223511
2387,2387,2387,13309,Daniel_ETM_721,23/09/99,15:33:13,0.8,38.99233,-76.2151,WQP,0.006386491,0.00997168,0.008100706,0.00827809,0.004215078,0.001278646,0.000646321,LE07_L1TP_014033_19990923_20200918_02_T1,1.3947280645370483
2388,2388,2388,13332,Daniel_ETM_1186,04/09/07,15:36:20,1.1,38.6313,-76.1469,WQP,0.008080877,0.012081461,0.008216345,0.009885678,0.005355956,0.002332948,0.001634668,LE07_L1TP_015033_20070904_20200913_02_T1,1.6953879594802856
2389,2389,2389,13335,Daniel_ETM_6583,06/08/01,16:46:51,0.7,48.560841,-93.182082,WQP,0.001629964,0.003606943,0.003369736,0.004814168,0.004229393,0.000236765,0.000527151,LE07_L1TP_027026_20010806_20200917_02_T1,1.3584762811660767
2390,2390,2390,13342,Daniel_ETM_986,05/04/01,15:31:06,0.75,36.20983,-76.72677,WQP,0.004767249,0.008049823,0.009220098,0.007628477,0.003202023,-9.99e-05,-8.53e-05,LE07_L1TP_014035_20010405_20200917_02_T1,0.706768274307251
2391,2391,2391,13345,Daniel_ETM_11384,22/08/10,16:57:03,1.37,45.82789,-95.480526,LAGOS,0.007279991,0.015262196,0.008526148,0.01142085,0.007704626,0.002097866,0.001475574,LE07_L1TP_028028_20100822_20200910_02_T1,1.0399137735366821
